item_id,purchase_count,price,stocks,sales,stock_value,profit_status
item_2241,6,92.0,98,552.0,9016.0,profit
item_2242,33,24.0,72,792.0,1728.0,profit
item_2243,30,63.0,89,1890.0,5607.0,profit
item_2244,22,83.0,34,1826.0,2822.0,profit
item_2245,50,95.0,54,4750.0,5130.0,profit
item_2246,6,107.0,81,642.0,8667.0,profit
item_2247,7,110.0,55,770.0,6050.0,profit
item_2248,46,19.0,15,874.0,285.0,profit
item_2249,30,127.0,22,3810.0,2794.0,profit
item_2250,23,139.0,48,3197.0,6672.0,profit
item_2251,46,141.0,86,6486.0,12126.0,profit
item_2252,42,56.0,86,2352.0,4816.0,profit
item_2253,17,128.0,99,2176.0,12672.0,profit
item_2254,46,54.0,20,2484.0,1080.0,profit
item_2255,33,117.0,78,3861.0,9126.0,profit
item_2256,34,123.0,18,4182.0,2214.0,profit
item_2257,40,113.0,30,4520.0,3390.0,profit
item_2258,32,60.0,19,1920.0,1140.0,profit
item_2259,16,141.0,28,2256.0,3948.0,profit
item_2260,50,51.0,56,2550.0,2856.0,profit
item_2261,15,66.0,64,990.0,4224.0,profit
item_2262,47,136.0,95,6392.0,12920.0,profit
item_2263,20,41.0,65,820.0,2665.0,profit
item_2264,36,55.0,79,1980.0,4345.0,profit
item_2265,2,59.0,43,118.0,2537.0,profit
item_2266,39,88.0,55,3432.0,4840.0,profit
item_2267,49,115.0,34,5635.0,3910.0,profit
item_2268,38,44.0,39,1672.0,1716.0,profit
item_2269,50,77.0,85,3850.0,6545.0,profit
item_2270,23,18.0,61,414.0,1098.0,profit
item_2271,44,17.0,69,748.0,1173.0,profit
item_2272,40,27.0,23,1080.0,621.0,profit
item_2273,11,126.0,75,1386.0,9450.0,profit
item_2274,8,145.0,78,1160.0,11310.0,profit
item_2275,36,61.0,50,2196.0,3050.0,profit
item_2276,31,149.0,66,4619.0,9834.0,profit
item_2277,38,19.0,14,722.0,266.0,profit
item_2278,28,97.0,71,2716.0,6887.0,profit
item_2279,5,80.0,59,400.0,4720.0,profit
item_2280,15,59.0,21,885.0,1239.0,profit
item_2281,25,18.0,19,450.0,342.0,profit
item_2282,5,149.0,42,745.0,6258.0,profit
item_2283,21,149.0,21,3129.0,3129.0,profit
item_2284,30,73.0,89,2190.0,6497.0,profit
item_2285,21,121.0,87,2541.0,10527.0,profit
item_2286,20,130.0,30,2600.0,3900.0,profit
item_2287,1,121.0,85,121.0,10285.0,profit
item_2288,37,16.0,74,592.0,1184.0,profit
item_2289,8,63.0,57,504.0,3591.0,profit
item_2290,24,46.0,75,1104.0,3450.0,profit
item_2291,43,58.0,17,2494.0,986.0,profit
item_2292,19,64.0,60,1216.0,3840.0,profit
item_2293,34,36.0,32,1224.0,1152.0,profit
item_2294,22,140.0,46,3080.0,6440.0,profit
item_2295,24,79.0,90,1896.0,7110.0,profit
item_2296,25,91.0,28,2275.0,2548.0,profit
item_2297,37,22.0,88,814.0,1936.0,profit
item_2298,22,136.0,69,2992.0,9384.0,profit
item_2299,26,148.0,36,3848.0,5328.0,profit
item_2300,30,128.0,53,3840.0,6784.0,profit
item_2301,2,104.0,39,208.0,4056.0,profit
item_2302,19,147.0,44,2793.0,6468.0,profit
item_2303,37,104.0,40,3848.0,4160.0,profit
item_2304,2,84.0,90,168.0,7560.0,profit
item_2305,39,124.0,98,4836.0,12152.0,profit
item_2306,6,115.0,32,690.0,3680.0,profit
item_2307,38,92.0,90,3496.0,8280.0,profit
item_2308,17,36.0,92,612.0,3312.0,profit
item_2309,34,121.0,48,4114.0,5808.0,profit
item_2310,47,74.0,30,3478.0,2220.0,profit
item_2311,3,59.0,67,177.0,3953.0,profit
item_2312,32,84.0,84,2688.0,7056.0,profit
item_2313,12,88.0,22,1056.0,1936.0,profit
item_2314,41,90.0,34,3690.0,3060.0,profit
item_2315,21,144.0,80,3024.0,11520.0,profit
item_2316,40,112.0,21,4480.0,2352.0,profit
item_2317,19,70.0,48,1330.0,3360.0,profit
item_2318,37,49.0,54,1813.0,2646.0,profit
item_2319,30,30.0,30,900.0,900.0,profit
item_2320,4,110.0,81,440.0,8910.0,profit
item_2321,9,27.0,46,243.0,1242.0,profit
item_2322,42,114.0,100,4788.0,11400.0,profit
item_2323,38,128.0,83,4864.0,10624.0,profit
item_2324,24,127.0,40,3048.0,5080.0,profit
item_2325,1,136.0,52,136.0,7072.0,profit
item_2326,9,106.0,31,954.0,3286.0,profit
item_2327,15,84.0,44,1260.0,3696.0,profit
item_2328,28,108.0,98,3024.0,10584.0,profit
item_2329,42,126.0,24,5292.0,3024.0,profit
item_2330,47,94.0,90,4418.0,8460.0,profit
item_2331,32,117.0,86,3744.0,10062.0,profit
item_2332,40,40.0,81,1600.0,3240.0,profit
item_2333,11,117.0,59,1287.0,6903.0,profit
item_2334,45,146.0,67,6570.0,9782.0,profit
item_2335,20,130.0,23,2600.0,2990.0,profit
item_2336,23,106.0,20,2438.0,2120.0,profit
item_2337,9,29.0,59,261.0,1711.0,profit
item_2338,39,26.0,37,1014.0,962.0,profit
item_2339,0,25.0,87,0.0,2175.0,loss
item_2340,1,90.0,37,90.0,3330.0,profit
item_2341,24,127.0,90,3048.0,11430.0,profit
item_2342,47,24.0,48,1128.0,1152.0,profit
item_2343,43,100.0,58,4300.0,5800.0,profit
item_2344,6,138.0,16,828.0,2208.0,profit
item_2345,39,92.0,77,3588.0,7084.0,profit
item_2346,25,15.0,45,375.0,675.0,profit
item_2347,11,46.0,97,506.0,4462.0,profit
item_2348,40,86.0,48,3440.0,4128.0,profit
item_2349,20,77.0,19,1540.0,1463.0,profit
item_2350,19,145.0,96,2755.0,13920.0,profit
item_2351,5,57.0,70,285.0,3990.0,profit
item_2352,29,73.0,47,2117.0,3431.0,profit
item_2353,45,62.0,64,2790.0,3968.0,profit
item_2354,29,128.0,55,3712.0,7040.0,profit
item_2355,9,129.0,85,1161.0,10965.0,profit
item_2356,11,96.0,28,1056.0,2688.0,profit
item_2357,49,46.0,98,2254.0,4508.0,profit
item_2358,18,96.0,57,1728.0,5472.0,profit
item_2359,8,54.0,46,432.0,2484.0,profit
item_2360,4,120.0,98,480.0,11760.0,profit
item_2361,43,131.0,62,5633.0,8122.0,profit
item_2362,27,128.0,31,3456.0,3968.0,profit
item_2363,21,46.0,60,966.0,2760.0,profit
item_2364,27,141.0,28,3807.0,3948.0,profit
item_2365,0,135.0,40,0.0,5400.0,loss
item_2366,40,128.0,79,5120.0,10112.0,profit
item_2367,6,150.0,19,900.0,2850.0,profit
item_2368,33,131.0,31,4323.0,4061.0,profit
item_2369,28,117.0,63,3276.0,7371.0,profit
item_2370,8,144.0,56,1152.0,8064.0,profit
item_2371,6,90.0,55,540.0,4950.0,profit
item_2372,4,92.0,80,368.0,7360.0,profit
item_2373,15,74.0,70,1110.0,5180.0,profit
item_2374,18,38.0,94,684.0,3572.0,profit
item_2375,16,50.0,11,800.0,550.0,profit
item_2376,18,145.0,25,2610.0,3625.0,profit
item_2377,13,15.0,79,195.0,1185.0,profit
item_2378,39,62.0,71,2418.0,4402.0,profit
item_2379,44,60.0,52,2640.0,3120.0,profit
item_2380,28,125.0,50,3500.0,6250.0,profit
item_2381,37,49.0,72,1813.0,3528.0,profit
item_2382,12,63.0,23,756.0,1449.0,profit
item_2383,20,38.0,23,760.0,874.0,profit
item_2384,22,64.0,32,1408.0,2048.0,profit
item_2385,8,121.0,44,968.0,5324.0,profit
item_2386,30,108.0,96,3240.0,10368.0,profit
item_2387,41,53.0,77,2173.0,4081.0,profit
item_2388,31,22.0,69,682.0,1518.0,profit
item_2389,47,40.0,67,1880.0,2680.0,profit
item_2390,7,94.0,45,658.0,4230.0,profit
item_2391,45,17.0,90,765.0,1530.0,profit
item_2392,47,117.0,53,5499.0,6201.0,profit
item_2393,24,103.0,93,2472.0,9579.0,profit
item_2394,13,139.0,77,1807.0,10703.0,profit
item_2395,2,111.0,19,222.0,2109.0,profit
item_2396,49,17.0,16,833.0,272.0,profit
item_2397,49,101.0,88,4949.0,8888.0,profit
item_2398,48,81.0,67,3888.0,5427.0,profit
item_2399,44,143.0,24,6292.0,3432.0,profit
item_2400,42,74.0,86,3108.0,6364.0,profit
item_2401,48,93.0,15,4464.0,1395.0,profit
item_2402,21,19.0,93,399.0,1767.0,profit
item_2403,15,25.0,41,375.0,1025.0,profit
item_2404,5,147.0,69,735.0,10143.0,profit
item_2405,34,23.0,36,782.0,828.0,profit
item_2406,9,32.0,77,288.0,2464.0,profit
item_2407,40,55.0,41,2200.0,2255.0,profit
item_2408,11,56.0,66,616.0,3696.0,profit
item_2409,25,33.0,45,825.0,1485.0,profit
item_2410,47,33.0,85,1551.0,2805.0,profit
item_2411,13,58.0,81,754.0,4698.0,profit
item_2412,8,141.0,51,1128.0,7191.0,profit
item_2413,22,60.0,87,1320.0,5220.0,profit
item_2414,27,115.0,62,3105.0,7130.0,profit
item_2415,49,116.0,43,5684.0,4988.0,profit
item_2416,36,123.0,46,4428.0,5658.0,profit
item_2417,30,123.0,65,3690.0,7995.0,profit
item_2418,19,61.0,92,1159.0,5612.0,profit
item_2419,12,73.0,36,876.0,2628.0,profit
item_2420,39,101.0,38,3939.0,3838.0,profit
item_2421,27,39.0,39,1053.0,1521.0,profit
item_2422,12,145.0,57,1740.0,8265.0,profit
item_2423,15,130.0,22,1950.0,2860.0,profit
item_2424,15,118.0,86,1770.0,10148.0,profit
item_2425,33,100.0,82,3300.0,8200.0,profit
item_2426,38,41.0,17,1558.0,697.0,profit
item_2427,0,121.0,98,0.0,11858.0,loss
item_2428,48,146.0,89,7008.0,12994.0,profit
item_2429,15,44.0,87,660.0,3828.0,profit
item_2430,6,65.0,75,390.0,4875.0,profit
item_2431,29,117.0,70,3393.0,8190.0,profit
item_2432,13,110.0,46,1430.0,5060.0,profit
item_2433,39,34.0,67,1326.0,2278.0,profit
item_2434,24,122.0,74,2928.0,9028.0,profit
item_2435,5,85.0,82,425.0,6970.0,profit
item_2436,3,105.0,97,315.0,10185.0,profit
item_2437,1,45.0,21,45.0,945.0,profit
item_2438,40,88.0,27,3520.0,2376.0,profit
item_2439,33,47.0,35,1551.0,1645.0,profit
item_2440,13,78.0,14,1014.0,1092.0,profit
item_2441,49,42.0,47,2058.0,1974.0,profit
item_2442,45,120.0,12,5400.0,1440.0,profit
item_2443,23,134.0,90,3082.0,12060.0,profit
item_2444,44,139.0,40,6116.0,5560.0,profit
item_2445,10,109.0,40,1090.0,4360.0,profit
item_2446,13,96.0,10,1248.0,960.0,profit
item_2447,18,136.0,18,2448.0,2448.0,profit
item_2448,46,82.0,94,3772.0,7708.0,profit
item_3740,24,65.0,69,1560.0,4485.0,profit
item_2449,35,37.0,47,1295.0,1739.0,profit
item_2450,30,59.0,18,1770.0,1062.0,profit
item_2451,19,17.0,69,323.0,1173.0,profit
item_2452,29,62.0,68,1798.0,4216.0,profit
item_2453,3,149.0,59,447.0,8791.0,profit
item_2454,24,21.0,68,504.0,1428.0,profit
item_2455,37,107.0,74,3959.0,7918.0,profit
item_2456,28,66.0,60,1848.0,3960.0,profit
item_2457,11,58.0,78,638.0,4524.0,profit
item_2458,17,46.0,83,782.0,3818.0,profit
item_2459,18,84.0,59,1512.0,4956.0,profit
item_2460,18,49.0,90,882.0,4410.0,profit
item_2461,9,31.0,42,279.0,1302.0,profit
item_2462,6,111.0,50,666.0,5550.0,profit
item_2463,47,148.0,25,6956.0,3700.0,profit
item_2464,34,105.0,63,3570.0,6615.0,profit
item_2465,17,30.0,37,510.0,1110.0,profit
item_2466,22,70.0,36,1540.0,2520.0,profit
item_2467,50,67.0,99,3350.0,6633.0,profit
item_2468,21,25.0,11,525.0,275.0,profit
item_2469,44,144.0,85,6336.0,12240.0,profit
item_2470,11,128.0,64,1408.0,8192.0,profit
item_2471,36,69.0,68,2484.0,4692.0,profit
item_2472,35,27.0,37,945.0,999.0,profit
item_2473,1,150.0,77,150.0,11550.0,profit
item_2474,17,133.0,62,2261.0,8246.0,profit
item_2475,7,38.0,20,266.0,760.0,profit
item_2476,9,131.0,82,1179.0,10742.0,profit
item_2477,16,119.0,66,1904.0,7854.0,profit
item_2478,33,131.0,60,4323.0,7860.0,profit
item_2479,7,115.0,31,805.0,3565.0,profit
item_2480,41,110.0,20,4510.0,2200.0,profit
item_2481,24,85.0,91,2040.0,7735.0,profit
item_2482,10,95.0,48,950.0,4560.0,profit
item_2483,37,53.0,99,1961.0,5247.0,profit
item_2484,43,134.0,43,5762.0,5762.0,profit
item_2485,5,34.0,32,170.0,1088.0,profit
item_2486,4,27.0,17,108.0,459.0,profit
item_2487,7,82.0,90,574.0,7380.0,profit
item_2488,41,51.0,89,2091.0,4539.0,profit
item_2489,11,42.0,85,462.0,3570.0,profit
item_2490,0,126.0,74,0.0,9324.0,loss
item_2491,34,37.0,61,1258.0,2257.0,profit
item_2492,46,69.0,86,3174.0,5934.0,profit
item_2493,23,60.0,24,1380.0,1440.0,profit
item_2494,32,60.0,61,1920.0,3660.0,profit
item_2495,42,42.0,56,1764.0,2352.0,profit
item_2496,40,86.0,88,3440.0,7568.0,profit
item_2497,25,32.0,89,800.0,2848.0,profit
item_2498,36,54.0,70,1944.0,3780.0,profit
item_2499,24,58.0,74,1392.0,4292.0,profit
item_2500,39,38.0,98,1482.0,3724.0,profit
item_2501,20,121.0,35,2420.0,4235.0,profit
item_2502,25,105.0,22,2625.0,2310.0,profit
item_2503,33,90.0,54,2970.0,4860.0,profit
item_2504,41,31.0,47,1271.0,1457.0,profit
item_2505,50,30.0,25,1500.0,750.0,profit
item_2506,50,134.0,37,6700.0,4958.0,profit
item_2507,3,136.0,89,408.0,12104.0,profit
item_2508,32,109.0,68,3488.0,7412.0,profit
item_2509,46,110.0,27,5060.0,2970.0,profit
item_2510,26,113.0,58,2938.0,6554.0,profit
item_2511,37,45.0,67,1665.0,3015.0,profit
item_2512,2,130.0,87,260.0,11310.0,profit
item_2513,32,129.0,31,4128.0,3999.0,profit
item_2514,40,24.0,32,960.0,768.0,profit
item_2515,7,107.0,70,749.0,7490.0,profit
item_2516,19,142.0,49,2698.0,6958.0,profit
item_2517,16,78.0,41,1248.0,3198.0,profit
item_2518,50,61.0,27,3050.0,1647.0,profit
item_2519,3,85.0,94,255.0,7990.0,profit
item_2520,37,134.0,73,4958.0,9782.0,profit
item_2521,16,93.0,37,1488.0,3441.0,profit
item_2522,7,93.0,18,651.0,1674.0,profit
item_2523,28,81.0,28,2268.0,2268.0,profit
item_2524,20,138.0,59,2760.0,8142.0,profit
item_2525,40,111.0,48,4440.0,5328.0,profit
item_2526,21,106.0,45,2226.0,4770.0,profit
item_2527,41,62.0,36,2542.0,2232.0,profit
item_2528,44,128.0,20,5632.0,2560.0,profit
item_2529,28,127.0,99,3556.0,12573.0,profit
item_2530,12,122.0,89,1464.0,10858.0,profit
item_2531,50,115.0,56,5750.0,6440.0,profit
item_2532,11,32.0,81,352.0,2592.0,profit
item_2533,43,50.0,88,2150.0,4400.0,profit
item_2534,41,92.0,17,3772.0,1564.0,profit
item_2535,6,115.0,45,690.0,5175.0,profit
item_2536,17,72.0,54,1224.0,3888.0,profit
item_2537,39,140.0,44,5460.0,6160.0,profit
item_2538,19,81.0,64,1539.0,5184.0,profit
item_2539,29,116.0,25,3364.0,2900.0,profit
item_2540,17,93.0,27,1581.0,2511.0,profit
item_2541,17,35.0,11,595.0,385.0,profit
item_2542,3,72.0,69,216.0,4968.0,profit
item_2543,31,35.0,18,1085.0,630.0,profit
item_2544,35,91.0,100,3185.0,9100.0,profit
item_2545,44,135.0,65,5940.0,8775.0,profit
item_2546,19,21.0,82,399.0,1722.0,profit
item_2547,4,38.0,100,152.0,3800.0,profit
item_2548,17,48.0,30,816.0,1440.0,profit
item_2549,29,108.0,36,3132.0,3888.0,profit
item_2550,44,131.0,87,5764.0,11397.0,profit
item_2551,40,76.0,53,3040.0,4028.0,profit
item_2552,16,148.0,92,2368.0,13616.0,profit
item_2553,17,133.0,69,2261.0,9177.0,profit
item_2554,26,63.0,99,1638.0,6237.0,profit
item_2555,0,149.0,95,0.0,14155.0,loss
item_2556,45,147.0,82,6615.0,12054.0,profit
item_2557,8,53.0,28,424.0,1484.0,profit
item_2558,30,104.0,56,3120.0,5824.0,profit
item_2559,25,142.0,23,3550.0,3266.0,profit
item_2560,1,80.0,98,80.0,7840.0,profit
item_2561,47,71.0,86,3337.0,6106.0,profit
item_2562,19,120.0,31,2280.0,3720.0,profit
item_2563,35,67.0,13,2345.0,871.0,profit
item_2564,13,124.0,70,1612.0,8680.0,profit
item_2565,32,18.0,97,576.0,1746.0,profit
item_2566,33,58.0,36,1914.0,2088.0,profit
item_2567,7,66.0,59,462.0,3894.0,profit
item_2568,23,143.0,53,3289.0,7579.0,profit
item_2569,40,135.0,90,5400.0,12150.0,profit
item_2570,12,37.0,100,444.0,3700.0,profit
item_2571,43,82.0,93,3526.0,7626.0,profit
item_2572,41,149.0,84,6109.0,12516.0,profit
item_2573,50,22.0,40,1100.0,880.0,profit
item_2574,30,85.0,78,2550.0,6630.0,profit
item_2575,34,146.0,52,4964.0,7592.0,profit
item_2576,29,43.0,53,1247.0,2279.0,profit
item_2577,21,56.0,15,1176.0,840.0,profit
item_2578,22,104.0,24,2288.0,2496.0,profit
item_2579,32,28.0,14,896.0,392.0,profit
item_2580,45,67.0,65,3015.0,4355.0,profit
item_2581,21,108.0,27,2268.0,2916.0,profit
item_2582,47,117.0,53,5499.0,6201.0,profit
item_3741,21,42.0,45,882.0,1890.0,profit
item_2583,27,127.0,58,3429.0,7366.0,profit
item_2584,20,88.0,22,1760.0,1936.0,profit
item_2585,9,104.0,46,936.0,4784.0,profit
item_2586,47,32.0,33,1504.0,1056.0,profit
item_2587,9,61.0,79,549.0,4819.0,profit
item_2588,30,127.0,89,3810.0,11303.0,profit
item_2589,33,124.0,32,4092.0,3968.0,profit
item_2590,49,41.0,51,2009.0,2091.0,profit
item_2591,16,67.0,60,1072.0,4020.0,profit
item_2592,7,60.0,46,420.0,2760.0,profit
item_2593,19,124.0,39,2356.0,4836.0,profit
item_2594,30,88.0,30,2640.0,2640.0,profit
item_2595,27,52.0,54,1404.0,2808.0,profit
item_2596,47,36.0,89,1692.0,3204.0,profit
item_2597,37,122.0,91,4514.0,11102.0,profit
item_2598,50,82.0,30,4100.0,2460.0,profit
item_2599,15,64.0,66,960.0,4224.0,profit
item_2600,29,26.0,70,754.0,1820.0,profit
item_2601,37,106.0,44,3922.0,4664.0,profit
item_2602,1,119.0,22,119.0,2618.0,profit
item_2603,2,47.0,87,94.0,4089.0,profit
item_2604,34,107.0,99,3638.0,10593.0,profit
item_2605,26,130.0,79,3380.0,10270.0,profit
item_2606,23,149.0,12,3427.0,1788.0,profit
item_2607,33,103.0,64,3399.0,6592.0,profit
item_2608,4,42.0,85,168.0,3570.0,profit
item_2609,27,69.0,31,1863.0,2139.0,profit
item_2610,18,81.0,80,1458.0,6480.0,profit
item_2611,34,81.0,49,2754.0,3969.0,profit
item_2612,31,100.0,91,3100.0,9100.0,profit
item_2613,49,95.0,49,4655.0,4655.0,profit
item_2614,42,108.0,36,4536.0,3888.0,profit
item_2615,46,19.0,39,874.0,741.0,profit
item_2616,32,84.0,29,2688.0,2436.0,profit
item_2617,47,102.0,41,4794.0,4182.0,profit
item_2618,12,82.0,53,984.0,4346.0,profit
item_2619,34,105.0,50,3570.0,5250.0,profit
item_2620,3,23.0,72,69.0,1656.0,profit
item_2621,30,30.0,44,900.0,1320.0,profit
item_2622,46,86.0,80,3956.0,6880.0,profit
item_2623,18,63.0,54,1134.0,3402.0,profit
item_2624,34,118.0,82,4012.0,9676.0,profit
item_2625,46,76.0,63,3496.0,4788.0,profit
item_2626,18,148.0,39,2664.0,5772.0,profit
item_2627,6,138.0,87,828.0,12006.0,profit
item_2628,34,41.0,32,1394.0,1312.0,profit
item_2629,40,38.0,94,1520.0,3572.0,profit
item_2630,13,117.0,35,1521.0,4095.0,profit
item_2631,36,75.0,98,2700.0,7350.0,profit
item_2632,48,150.0,78,7200.0,11700.0,profit
item_2633,5,132.0,80,660.0,10560.0,profit
item_2634,30,137.0,27,4110.0,3699.0,profit
item_2635,25,102.0,62,2550.0,6324.0,profit
item_2636,11,72.0,72,792.0,5184.0,profit
item_2637,11,81.0,14,891.0,1134.0,profit
item_2638,3,44.0,30,132.0,1320.0,profit
item_2639,45,44.0,38,1980.0,1672.0,profit
item_2640,50,69.0,30,3450.0,2070.0,profit
item_2641,26,114.0,71,2964.0,8094.0,profit
item_2642,44,112.0,73,4928.0,8176.0,profit
item_2643,27,51.0,85,1377.0,4335.0,profit
item_2644,6,33.0,42,198.0,1386.0,profit
item_2645,31,49.0,32,1519.0,1568.0,profit
item_2646,4,95.0,42,380.0,3990.0,profit
item_2647,1,66.0,11,66.0,726.0,profit
item_2648,43,95.0,42,4085.0,3990.0,profit
item_2649,22,97.0,41,2134.0,3977.0,profit
item_2650,11,32.0,50,352.0,1600.0,profit
item_2651,32,120.0,27,3840.0,3240.0,profit
item_2652,1,150.0,53,150.0,7950.0,profit
item_2653,40,61.0,89,2440.0,5429.0,profit
item_2654,26,109.0,90,2834.0,9810.0,profit
item_2655,10,98.0,100,980.0,9800.0,profit
item_2656,5,37.0,41,185.0,1517.0,profit
item_2657,22,110.0,13,2420.0,1430.0,profit
item_2658,27,129.0,100,3483.0,12900.0,profit
item_2659,5,134.0,77,670.0,10318.0,profit
item_2660,3,135.0,44,405.0,5940.0,profit
item_2661,45,105.0,85,4725.0,8925.0,profit
item_2662,7,54.0,73,378.0,3942.0,profit
item_2663,33,120.0,75,3960.0,9000.0,profit
item_2664,24,133.0,32,3192.0,4256.0,profit
item_2665,15,62.0,10,930.0,620.0,profit
item_2666,27,58.0,47,1566.0,2726.0,profit
item_2667,18,133.0,86,2394.0,11438.0,profit
item_2668,11,87.0,27,957.0,2349.0,profit
item_2669,49,134.0,12,6566.0,1608.0,profit
item_2670,23,16.0,68,368.0,1088.0,profit
item_2671,27,63.0,88,1701.0,5544.0,profit
item_2672,30,140.0,64,4200.0,8960.0,profit
item_2673,17,150.0,96,2550.0,14400.0,profit
item_2674,37,65.0,19,2405.0,1235.0,profit
item_2675,47,64.0,18,3008.0,1152.0,profit
item_2676,35,37.0,28,1295.0,1036.0,profit
item_2677,12,85.0,52,1020.0,4420.0,profit
item_2678,40,79.0,15,3160.0,1185.0,profit
item_2679,18,63.0,11,1134.0,693.0,profit
item_2680,21,82.0,41,1722.0,3362.0,profit
item_2681,34,81.0,45,2754.0,3645.0,profit
item_2682,47,69.0,99,3243.0,6831.0,profit
item_2683,22,50.0,33,1100.0,1650.0,profit
item_2684,41,117.0,96,4797.0,11232.0,profit
item_2685,20,36.0,61,720.0,2196.0,profit
item_2686,2,94.0,69,188.0,6486.0,profit
item_2687,29,69.0,94,2001.0,6486.0,profit
item_2688,47,20.0,47,940.0,940.0,profit
item_2689,50,111.0,78,5550.0,8658.0,profit
item_2690,1,129.0,51,129.0,6579.0,profit
item_2691,49,140.0,12,6860.0,1680.0,profit
item_2692,18,37.0,86,666.0,3182.0,profit
item_2693,23,110.0,86,2530.0,9460.0,profit
item_2694,37,20.0,10,740.0,200.0,profit
item_2695,25,150.0,33,3750.0,4950.0,profit
item_2696,36,38.0,63,1368.0,2394.0,profit
item_2697,12,63.0,50,756.0,3150.0,profit
item_2698,8,31.0,53,248.0,1643.0,profit
item_2699,18,116.0,81,2088.0,9396.0,profit
item_2700,23,24.0,20,552.0,480.0,profit
item_2701,9,150.0,21,1350.0,3150.0,profit
item_2702,35,25.0,76,875.0,1900.0,profit
item_2703,41,83.0,52,3403.0,4316.0,profit
item_2704,22,106.0,97,2332.0,10282.0,profit
item_2705,40,144.0,89,5760.0,12816.0,profit
item_2706,50,107.0,56,5350.0,5992.0,profit
item_2707,3,20.0,50,60.0,1000.0,profit
item_2708,37,119.0,39,4403.0,4641.0,profit
item_2709,28,57.0,32,1596.0,1824.0,profit
item_2710,47,129.0,24,6063.0,3096.0,profit
item_2711,35,77.0,40,2695.0,3080.0,profit
item_2712,22,146.0,48,3212.0,7008.0,profit
item_2713,24,106.0,29,2544.0,3074.0,profit
item_2714,46,128.0,98,5888.0,12544.0,profit
item_2715,26,32.0,35,832.0,1120.0,profit
item_2716,22,38.0,50,836.0,1900.0,profit
item_2717,50,118.0,69,5900.0,8142.0,profit
item_2718,5,70.0,10,350.0,700.0,profit
item_2719,18,91.0,60,1638.0,5460.0,profit
item_2720,38,146.0,20,5548.0,2920.0,profit
item_2721,27,43.0,23,1161.0,989.0,profit
item_2722,39,96.0,85,3744.0,8160.0,profit
item_2723,37,47.0,49,1739.0,2303.0,profit
item_2724,31,123.0,44,3813.0,5412.0,profit
item_2725,27,40.0,40,1080.0,1600.0,profit
item_2726,33,91.0,39,3003.0,3549.0,profit
item_2727,46,84.0,38,3864.0,3192.0,profit
item_2728,7,46.0,37,322.0,1702.0,profit
item_2729,10,45.0,14,450.0,630.0,profit
item_2730,20,126.0,41,2520.0,5166.0,profit
item_2731,48,67.0,77,3216.0,5159.0,profit
item_2732,4,78.0,88,312.0,6864.0,profit
item_2733,23,70.0,27,1610.0,1890.0,profit
item_2734,3,129.0,53,387.0,6837.0,profit
item_2735,16,66.0,13,1056.0,858.0,profit
item_2736,41,74.0,26,3034.0,1924.0,profit
item_2737,20,20.0,56,400.0,1120.0,profit
item_2738,8,101.0,44,808.0,4444.0,profit
item_2739,47,115.0,85,5405.0,9775.0,profit
item_2740,44,104.0,41,4576.0,4264.0,profit
item_2741,29,26.0,27,754.0,702.0,profit
item_2742,28,111.0,81,3108.0,8991.0,profit
item_2743,44,131.0,68,5764.0,8908.0,profit
item_2744,50,17.0,30,850.0,510.0,profit
item_2745,35,36.0,67,1260.0,2412.0,profit
item_2746,29,45.0,62,1305.0,2790.0,profit
item_2747,46,133.0,60,6118.0,7980.0,profit
item_2748,24,48.0,17,1152.0,816.0,profit
item_2749,39,28.0,90,1092.0,2520.0,profit
item_2750,19,100.0,96,1900.0,9600.0,profit
item_2751,16,74.0,95,1184.0,7030.0,profit
item_2752,33,88.0,63,2904.0,5544.0,profit
item_2753,2,39.0,88,78.0,3432.0,profit
item_2754,15,77.0,10,1155.0,770.0,profit
item_2755,0,103.0,80,0.0,8240.0,loss
item_2756,36,75.0,91,2700.0,6825.0,profit
item_2757,43,74.0,51,3182.0,3774.0,profit
item_2758,22,59.0,96,1298.0,5664.0,profit
item_2759,20,64.0,32,1280.0,2048.0,profit
item_2760,40,53.0,54,2120.0,2862.0,profit
item_2761,11,110.0,52,1210.0,5720.0,profit
item_2762,44,132.0,78,5808.0,10296.0,profit
item_2763,31,75.0,24,2325.0,1800.0,profit
item_2764,34,64.0,47,2176.0,3008.0,profit
item_2765,26,35.0,26,910.0,910.0,profit
item_2766,17,33.0,59,561.0,1947.0,profit
item_2767,11,120.0,38,1320.0,4560.0,profit
item_2768,4,128.0,38,512.0,4864.0,profit
item_2769,31,150.0,60,4650.0,9000.0,profit
item_2770,10,71.0,11,710.0,781.0,profit
item_2771,39,28.0,21,1092.0,588.0,profit
item_2772,37,145.0,10,5365.0,1450.0,profit
item_2773,19,77.0,78,1463.0,6006.0,profit
item_2774,37,149.0,23,5513.0,3427.0,profit
item_2775,30,44.0,12,1320.0,528.0,profit
item_2776,40,37.0,41,1480.0,1517.0,profit
item_2777,32,102.0,61,3264.0,6222.0,profit
item_2778,12,97.0,77,1164.0,7469.0,profit
item_2779,29,109.0,86,3161.0,9374.0,profit
item_2780,30,59.0,43,1770.0,2537.0,profit
item_2781,5,99.0,37,495.0,3663.0,profit
item_2782,24,45.0,26,1080.0,1170.0,profit
item_2783,28,119.0,60,3332.0,7140.0,profit
